"Name","Position","Age","Height","Weight","Inf","Club","Division","Nationality","Home-Grown","Personality","Media Handling","Wage","Transfer Value","Asking Price","Preferred Foot","Starts","Minutes Played","Average Rating","Sub Appearances","Minutes/Game","index","Tackles Attempted","Tackles Attempted/90","Tackles Completed","Tackles Completed/90","Tackles Failed","Tackle Completion %","Tackles Failed/90","Key Tackles","Key Tackles/90","Tackle Quality","Interceptions","Interceptions/90","Blocks","Blocks/90","Shots Blocked","Shots Blocked/90","Headers Attempted","Headers Attempted/90","Headers Won","Headers Won/90","Headers Won %","Headers Lost","Headers Lost/90","Headers Lost %","Key Headers","Key Headers/90","Aerial Challenges Attempted/90","Duels Win %","Fouls Against","Fouls Made","Net Fouls","Fouls Won/90","Fouls Committed/90","Clearances","Clearances/90","Red Cards","Yellow Cards","Yellows/Tackle","Reds/Tackle","Yellows/90","Reds/90","Player of the Match","Mistakes Leading to Goal","Sprints/90","Attacking Actions/90","Creative Actions/90","Defensive Actions/90","Goalkeeping Actions/90","Excitement Factor/90","General Performance","Goalkeeping","Defensive Defender","Creative Defender","Attacking Defender","Creative Midfielder","Attacking Midfielder","Creative Winger","Attacking Winger","Creative Forward","Attacking Forward","Finisher","Aerial Threat","Reader","Assister"
"Gabriel","D (C)",26,"190 cm","78 kg","-","Arsenal","Premier League","BRA","-","Fairly Loyal","Level-headed","$125,000 p/w","Not for Sale","-","Left",23,1964,7.12,0,85.39,147,31,1.42,25,1.15,6,81,0.27,3,0.14,2.58,44,2.02,12,0.55,6,0.27,153,7.01,128,5.87,83.66,25,1.15,16.34,23,1.05,7.01,83.15,3,12,9,0.14,0.55,26,1.19,0,4,0.13,0,0.18,0,1,0,5.82,0.82,0.64,19.57,0,1.92,93,100,67,77,80,91,91,81,79,82,86,83,81,68,78
"Adryelson","D (C)",25,"184 cm","74 kg","-","Lyon","Ligue 1 Uber Eats","BRA","-","-","Scouting Required","$22,500 p/w","$12.5M - $15.5M","-","Right",14,1248,6.96,0,89.14,148,21,1.51,16,1.15,5,76,0.36,3,0.22,10.5,29,2.09,8,0.58,6,0.43,70,5.05,49,3.53,70,21,1.51,30,8,0.58,5.05,71.43,0,2,2,0,0.14,14,1.01,0,0,0,0,0,0,1,0,5.48,0.81,0.22,15.27,0,1.37,71,100,32,46,69,80,90,74,74,76,79,96,28,23,17
"Willian Pacho","D (C)",22,"188 cm","81 kg","-","Eintracht Frankfurt","Bundesliga","ECU","-","-","Scouting Required","$31,000 p/w","$50M - $65M","-","Left",17,1489,6.98,1,82.72,149,25,1.51,20,1.21,5,80,0.3,4,0.24,3.57,42,2.54,10,0.6,7,0.42,81,4.9,49,2.96,60.49,32,1.93,39.51,7,0.42,4.9,65.09,3,7,4,0.18,0.42,22,1.33,0,2,0.08,0,0.12,0,0,0,4.78,0.56,0.79,14.97,0,1.51,30,100,66,70,46,41,27,46,27,29,26,21,18,35,35
"Léo Ortiz","D (C)",27,"185 cm","82 kg","-","RB Bragantino","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$12,000 p/w","$7.6M - $9.2M","-","Right",26,2360,6.71,2,84.29,150,37,1.41,28,1.07,9,76,0.34,11,0.42,3.7,53,2.02,20,0.76,13,0.5,139,5.3,104,3.97,74.82,35,1.33,25.18,17,0.65,5.3,75,1,10,9,0.04,0.38,17,0.65,0,2,0.05,0,0.08,0,0,1,4.77,0.52,0.23,17.53,0,1.07,51,100,60,63,55,53,50,54,47,37,47,63,36,40,17
"Kim Min-Jae","D (C)",27,"190 cm","81 kg","-","FC Bayern","Bundesliga","KOR","-","Driven","Evasive","$245,000 p/w","$156M - $188M","-","Right",18,1525,6.98,1,80.26,151,28,1.65,21,1.24,7,75,0.41,6,0.35,3.11,36,2.12,7,0.41,5,0.3,114,6.73,82,4.84,71.93,32,1.89,28.07,18,1.06,6.73,72.54,2,9,7,0.12,0.53,17,1,0,2,0.07,0,0.12,0,1,1,6.14,0.61,0.18,20.73,0,1.3,60,100,58,47,56,62,76,57,38,29,54,82,72,85,0
"Dan Scarr","D (C)",29,"188 cm","80 kg","-","Plymouth","Sky Bet Championship","ENG","Trained in nation (15-21)","-","Scouting Required","$7,500 p/w","$18K - $170K","-","Right",10,1015,6.72,6,63.44,152,23,2.04,19,1.68,4,83,0.35,3,0.27,3.83,10,0.89,8,0.71,8,0.71,85,7.54,66,5.85,77.65,19,1.68,22.35,8,0.71,7.54,78.7,0,6,6,0,0.53,22,1.95,0,2,0.09,0,0.18,0,0,1,5.14,0.27,0.44,19.63,0,0.62,1,100,69,7,1,15,29,4,35,15,47,28,66,28,56
"Bremer","D (C)",26,"188 cm","80 kg","nEU","Juventus","Serie A TIM","BRA","-","Spirited","Evasive, Reserved","$190,000 p/w","$131M - $158M","-","Right",16,1395,6.86,0,87.19,153,17,1.1,14,0.9,3,82,0.19,2,0.13,1.55,22,1.42,3,0.19,2,0.13,122,7.87,99,6.39,81.15,23,1.48,18.85,18,1.16,7.87,81.29,1,11,10,0.06,0.71,10,0.65,0,3,0.18,0,0.19,0,1,0,5.1,0.84,0.65,19.41,0,1.55,55,100,10,66,72,81,84,79,73,79,76,88,90,46,48
"Keven Schlotterbeck","D (C)",26,"189 cm","85 kg","-","VfL Bochum","Bundesliga","GER","-","-","Scouting Required","$18,500 p/w","$650K - $6.4M","-","Left",10,961,6.65,5,64.07,154,26,2.43,22,2.06,4,85,0.37,4,0.37,3.71,19,1.78,5,0.47,2,0.19,67,6.27,53,4.96,79.1,14,1.31,20.9,19,1.78,6.27,80.65,0,7,7,0,0.66,13,1.22,0,1,0.04,0,0.09,0,0,0,5.24,0.17,0.19,27.46,0,0.75,5,100,66,11,8,3,4,3,7,7,7,12,80,90,17
"Willi Orbán","D (C)",31,"186 cm","87 kg","Inj","RB Leipzig","Bundesliga","HUN (GER)","-","-","Scouting Required","$135,000 p/w","Not for Sale","-","Right",16,1394,6.99,1,82,155,30,1.94,23,1.48,7,77,0.45,7,0.45,1.43,20,1.29,2,0.13,1,0.06,129,8.33,90,5.81,69.77,39,2.52,30.23,16,1.03,8.33,71.07,0,21,21,0,1.36,15,0.97,0,5,0.17,0,0.32,0,0,0,5.55,0.61,1.1,21.64,0,1.48,76,100,43,89,76,83,81,72,73,66,77,30,86,65,88
"Reynaldo","D (C)",26,"186 cm","82 kg","-","CTB","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$4,600 p/w","$550K - $5.6M","-","Left",18,1639,6.94,1,86.26,156,35,1.92,30,1.65,5,86,0.27,8,0.44,8.75,26,1.43,12,0.66,12,0.66,117,6.42,84,4.61,71.79,33,1.81,28.21,22,1.21,6.42,75,3,4,1,0.16,0.22,33,1.81,0,2,0.06,0,0.11,0,2,1,3.84,0.43,0.38,23.75,0,0.66,32,100,92,30,45,25,42,17,28,39,38,60,71,71,17
"Robin Knoche","D (C)",31,"189 cm","84 kg","-","Union Berlin","Bundesliga","GER","-","-","Scouting Required","$27,500 p/w","Not for Sale","-","Right",22,1995,6.71,1,86.74,157,36,1.62,26,1.17,10,72,0.45,11,0.5,3.6,27,1.22,15,0.68,13,0.59,129,5.82,88,3.97,68.22,41,1.85,31.78,18,0.81,5.82,69.09,4,10,6,0.18,0.45,54,2.44,0,1,0.03,0,0.05,0,0,0,3.29,0.09,0.05,20.39,0,0.41,2,100,41,0,1,0,1,0,1,0,2,14,47,38,0
"João Basso","D (C)",26,"187 cm","80 kg","-","Estoril Praia","Liga Portugal Betclic","BRA (ITA)","-","-","Scouting Required","$4,200 p/w","$550K - $5.4M","-","Right",16,1440,6.73,0,90,158,22,1.38,18,1.12,4,82,0.25,8,0.5,11,28,1.75,12,0.75,10,0.62,95,5.94,68,4.25,71.58,27,1.69,28.42,14,0.88,5.94,73.5,1,2,1,0.06,0.13,20,1.25,0,0,0,0,0,0,0,0,4.25,0.24,0.13,20.64,0,0.5,20,100,87,15,6,27,44,28,20,35,23,51,56,63,28
"Alex Nascimento","D (C)",24,"189 cm","86 kg","Lst","SAN","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$4,500 p/w","$450K","$425K","Left Only",43,3864,6.82,0,89.86,159,50,1.16,29,0.68,21,58,0.49,12,0.28,1.67,69,1.61,17,0.4,19,0.44,276,6.43,222,5.17,80.43,54,1.26,19.57,40,0.93,6.43,76.99,10,30,20,0.23,0.7,69,1.61,0,8,0.16,0,0.19,0,1,2,4.19,0.21,0.19,19.14,0,0.72,15,100,21,12,3,4,3,6,2,3,2,22,67,57,17
"Waldemar Anton","D (C)",27,"189 cm","86 kg","Wnt","VfB Stuttgart","Bundesliga","UZB (RUS)","-","-","Scouting Required","$67,000 p/w","$11M - $13.5M","-","Right",15,1314,6.78,1,82.13,160,22,1.51,15,1.03,7,68,0.48,0,0,1.57,28,1.92,6,0.41,6,0.41,115,7.88,87,5.96,75.65,28,1.92,24.35,22,1.51,7.88,74.45,2,14,12,0.14,0.96,11,0.75,0,2,0.09,0,0.14,0,0,0,5.14,0.23,0.21,21.23,0,0.68,7,100,10,37,22,5,4,9,2,2,1,8,93,82,0
"Kevin Danso","D (C)",25,"190 cm","85 kg","Wnt","Lens","Ligue 1 Uber Eats","AUT (GHA)","Trained in nation (0-21)","-","Scouting Required","$21,500 p/w","$28M - $44M","-","Right",20,1622,7.08,0,81.1,161,33,1.83,22,1.22,11,67,0.61,4,0.22,2.2,37,2.05,17,0.94,14,0.78,141,7.82,114,6.33,80.85,27,1.5,19.15,27,1.5,7.82,78.16,3,15,12,0.17,0.83,45,2.5,0,1,0.03,0,0.06,0,0,0,4.27,0.38,0.11,26.61,0,0.89,35,100,78,14,27,41,52,33,32,47,47,84,94,94,17
"Miranda","D (C)",23,"181 cm","78 kg","Wnt","Vasco da Gama","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$1,400 p/w","$200K - $2M","-","Right",9,1169,6.93,12,55.67,162,29,2.23,27,2.08,2,93,0.15,3,0.23,3.63,26,2,4,0.31,6,0.46,93,7.16,67,5.16,72.04,26,2,27.96,11,0.85,7.16,77.05,3,8,5,0.23,0.62,14,1.08,0,2,0.07,0,0.15,0,1,0,5.62,0.43,0.38,19.92,0,1.15,37,100,68,45,28,47,42,59,42,48,35,25,67,81,81
"Vitão","D (C)",23,"185 cm","75 kg","-","INT","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$10,750 p/w","$6.6M - $8.2M","-","Right Only",63,5562,7,0,88.29,163,107,1.73,86,1.39,21,80,0.34,21,0.34,3.82,126,2.04,42,0.68,37,0.6,448,7.25,327,5.29,72.99,121,1.96,27.01,48,0.78,7.25,74.41,8,28,20,0.13,0.45,57,0.92,0,4,0.04,0,0.06,0,4,0,5.65,0.43,0.4,19.71,0,1.26,83,100,78,59,68,63,57,62,51,53,53,43,65,80,87
"Kanu","D (C)",26,"186 cm","74 kg","-","BAH","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$6,500 p/w","$170K - $1.7M","-","Right",21,1890,6.78,0,90,164,40,1.9,27,1.29,13,68,0.62,5,0.24,2.86,33,1.57,12,0.57,11,0.52,108,5.14,76,3.62,70.37,32,1.52,29.63,12,0.57,5.14,69.59,2,14,12,0.1,0.67,26,1.24,0,2,0.05,0,0.1,0,0,0,4.57,0.12,0.29,15.2,0,0.71,17,100,29,25,5,7,4,8,1,2,1,5,28,16,17
"Lucas Halter","D (C)",23,"187 cm","94 kg","-","BOT","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$7,500 p/w","$4M - $6.4M","-","Right",24,2099,6.85,3,77.74,165,39,1.67,26,1.11,13,67,0.56,15,0.64,3.25,42,1.8,22,0.94,17,0.73,174,7.46,141,6.05,81.03,33,1.41,18.97,25,1.07,7.46,78.4,3,12,9,0.13,0.51,34,1.46,1,3,0.08,0.03,0.13,0.04,1,1,4.89,0.42,0.21,25.2,0,0.94,60,100,85,13,37,50,62,31,31,34,52,74,86,91,28
"Timo Hübers","D (C)",27,"190 cm","82 kg","-","FC Köln","Bundesliga","GER","-","-","Scouting Required","$20,500 p/w","Not for Sale","-","Right",16,1362,6.92,0,85.13,166,38,2.51,27,1.78,11,71,0.73,6,0.4,3.45,26,1.72,10,0.66,8,0.53,121,8,95,6.28,78.51,26,1.72,21.49,17,1.12,8,76.73,3,11,8,0.2,0.73,34,2.25,0,5,0.13,0,0.33,0,0,1,4.89,0.25,0.33,24.54,0,1.12,32,100,85,15,25,21,14,8,16,16,26,32,89,87,0
"Maximilian Bauer","D (C)",23,"189 cm","84 kg","-","Augsburg","Bundesliga","GER","-","-","Scouting Required","$17,500 p/w","$325K - $3.3M","-","Right",10,902,6.69,3,69.38,167,19,1.9,15,1.5,4,79,0.4,5,0.5,1.58,12,1.2,6,0.6,5,0.5,100,9.98,60,5.99,60,40,3.99,40,8,0.8,9.98,63.03,0,12,12,0,1.2,24,2.39,1,2,0.11,0.05,0.2,0.1,0,0,6.09,0.3,0.5,21.91,0,1.4,4,100,75,7,9,26,26,3,26,16,48,43,79,54,35
"Bruno Fuchs","D (C)",24,"190 cm","82 kg","-","ATM","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$20,500 p/w","$150K - $9.2M","-","Right",12,998,6.71,4,62.38,168,10,0.9,10,0.9,0,100,0,4,0.36,3.33,22,1.98,7,0.63,3,0.27,71,6.4,48,4.33,67.61,23,2.07,32.39,4,0.36,6.4,71.6,2,3,1,0.18,0.27,16,1.44,0,2,0.2,0,0.18,0,0,0,5.5,0.18,0.36,15.35,0,1.08,25,100,77,18,23,28,17,12,14,14,22,36,29,32,0
"Natan","D (C)",22,"188 cm","92 kg","nEU","Napoli","Serie A TIM","BRA","-","-","Scouting Required","$29,000 p/w","$46M - $56M","-","Left",23,1998,6.93,2,79.92,169,57,2.57,48,2.16,9,84,0.41,3,0.14,3.17,50,2.25,7,0.32,4,0.18,125,5.63,78,3.51,62.4,47,2.12,37.6,10,0.45,5.63,69.23,7,18,11,0.32,0.81,25,1.13,0,4,0.07,0,0.18,0,1,0,6.08,0.49,0.32,14.48,0,1.49,58,100,52,62,36,61,56,56,52,48,53,40,24,24,35
"Caetano","D (C)",24,"182 cm","80 kg","-","COR","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$6,500 p/w","$325K - $3.3M","-","Left",48,4126,6.86,0,85.96,170,63,1.37,44,0.96,19,70,0.41,5,0.11,3.32,89,1.94,21,0.46,20,0.44,278,6.06,190,4.14,68.35,88,1.92,31.65,31,0.68,6.06,68.62,5,19,14,0.11,0.41,36,0.79,0,2,0.03,0,0.04,0,1,1,5.39,0.36,0.26,14.64,0,0.92,21,100,4,48,21,31,36,43,26,23,28,39,45,27,44
"Riccieli","D (C)",25,"184 cm","80 kg","-","Famalicão","Liga Portugal Betclic","BRA","-","-","Scouting Required","$3,500 p/w","$700K - $7M","-","Right",15,1380,7.04,0,92,171,27,1.76,24,1.57,3,89,0.2,6,0.39,2.08,18,1.17,12,0.78,10,0.65,136,8.87,87,5.67,63.97,49,3.2,36.03,16,1.04,8.87,68.1,1,13,12,0.07,0.85,35,2.28,0,1,0.04,0,0.07,0,2,1,3.26,0.85,0.39,22.62,0,1.57,53,100,89,13,51,80,85,57,73,79,86,99,86,54,48
"Luan Patrick","D (C)",21,"190 cm","82 kg","-","Athlético Paranaense","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$6,250 p/w","$140K - $9.6M","-","Right",41,3726,6.95,5,81,172,52,1.26,35,0.85,17,67,0.41,12,0.29,2.17,69,1.67,23,0.56,20,0.48,364,8.79,254,6.14,69.78,110,2.66,30.22,36,0.87,8.79,69.47,17,24,7,0.41,0.58,55,1.33,0,5,0.1,0,0.12,0,3,0,4.69,0.59,0.53,19.65,0,1.67,82,100,27,55,82,82,75,79,69,77,75,79,82,66,75
"Luizão","D (C)",21,"186 cm","80 kg","-","Preston","Sky Bet Championship","BRA","-","-","Scouting Required","$25,000 p/w","$16.5M - $27M","-","Left",20,1771,6.91,0,88.55,173,40,2.03,28,1.42,12,70,0.61,8,0.41,3.64,35,1.78,19,0.97,12,0.61,147,7.47,95,4.83,64.63,52,2.64,35.37,19,0.97,7.47,65.78,2,11,9,0.1,0.56,64,3.25,0,1,0.03,0,0.05,0,0,0,5.84,0.41,0.2,23.98,0,0.97,20,100,83,19,23,10,11,24,19,34,10,46,73,80,17
"Matej Maglica","D (C)",25,"198 cm","95 kg","Trn","Darmstadt 98","Bundesliga","CRO","-","-","Scouting Required","$13,250 p/w","$275K - $2.8M","-","Left Only",18,1624,6.72,1,85.47,174,25,1.39,18,1,7,72,0.39,3,0.17,1.47,23,1.27,6,0.33,4,0.22,169,9.37,127,7.04,75.15,42,2.33,24.85,42,2.33,9.37,74.74,2,17,15,0.11,0.94,37,2.05,0,3,0.12,0,0.17,0,0,0,5.93,0.88,0.61,29.82,0,2,45,100,8,27,63,53,49,42,64,59,65,76,99,73,61
"Gabriel Pereira","D (C)",23,"188 cm","82 kg","-","Gil Vicente","Liga Portugal Betclic","BRA","-","-","Scouting Required","$1,700 p/w","$325K - $3.3M","-","Right",19,1734,6.82,0,91.26,175,27,1.4,25,1.3,2,93,0.1,4,0.21,5.4,27,1.4,14,0.73,12,0.62,164,8.51,107,5.55,65.24,57,2.96,34.76,19,0.99,8.51,69.11,1,5,4,0.05,0.26,21,1.09,0,1,0.04,0,0.05,0,0,2,5.66,0.15,0.26,19.38,0,0.67,17,100,72,10,4,7,5,4,4,4,5,15,83,48,0
"Antonio Rüdiger","D (C)",30,"190 cm","86 kg","-","Real Madrid","LaLiga EA Sports","GER (SLE)","-","Ambitious","Outspoken","$300,000 p/w","$112M - $171M","-","Right",24,2160,7.15,0,90,176,39,1.62,32,1.33,7,82,0.29,8,0.33,2.29,58,2.42,15,0.62,10,0.42,196,8.17,137,5.71,69.9,59,2.46,30.1,14,0.58,8.17,71.91,2,17,15,0.08,0.71,16,0.67,0,6,0.15,0,0.25,0,1,1,6.25,0.75,0.46,18.14,0,1.33,88,100,88,80,83,91,94,83,82,87,88,96,61,69,57
"Joseph Okumu","D (C)",26,"193 cm","75 kg","-","Stade Reims","Ligue 1 Uber Eats","KEN","-","-","Scouting Required","$37,000 p/w","$19M - $23M","-","Right",15,1350,6.79,0,90,177,34,2.27,28,1.87,6,82,0.4,8,0.53,3.78,25,1.67,7,0.47,7,0.47,109,7.27,84,5.6,77.06,25,1.67,22.94,16,1.07,7.27,78.32,2,9,7,0.13,0.6,14,0.93,0,3,0.09,0,0.2,0,0,0,3.8,0.33,0.27,23.49,0,0.47,73,100,83,26,48,42,59,43,38,50,44,58,82,81,64
"Josip Elez","D (C)",29,"189 cm","89 kg","Lst","Hajduk","SuperSport HNL","CRO","-","-","Scouting Required","$6,250 p/w","$650K","$650K","Right",17,1691,6.72,9,65.04,178,22,1.17,17,0.9,5,77,0.27,5,0.27,1.57,36,1.92,3,0.16,2,0.11,166,8.84,96,5.11,57.83,70,3.73,42.17,18,0.96,8.84,60.11,2,14,12,0.11,0.75,9,0.48,0,1,0.05,0,0.05,0,0,0,6.07,0.29,0.43,17.9,0,1.06,34,100,13,44,30,39,21,42,29,52,19,41,79,49,28
"Denis Kolinger","D (C)",29,"199 cm","92 kg","-","Vejle","3F Superliga","CRO","-","-","Scouting Required","$3,600 p/w","$110K - $1.1M","-","Right",15,1350,6.78,0,90,179,15,1,10,0.67,5,67,0.33,4,0.27,1.67,8,0.53,11,0.73,8,0.53,109,7.27,99,6.6,90.83,10,0.67,9.17,18,1.2,7.27,87.9,0,9,9,0,0.6,26,1.73,0,0,0,0,0,0,0,1,4.33,0.13,0,21.12,0,0.6,4,100,23,0,10,2,2,4,3,13,4,47,89,41,0
"Nino Galović","D (C)",31,"184 cm","79 kg","-","Arouca","Liga Portugal Betclic","CRO","-","-","Scouting Required","$1,700 p/w","$100K - $1M","-","Right",17,1520,6.84,0,89.41,180,22,1.3,19,1.12,3,86,0.18,6,0.36,22,34,2.01,10,0.59,9,0.53,81,4.8,49,2.9,60.49,32,1.89,39.51,1,0.06,4.8,66.02,1,1,0,0.06,0.06,31,1.84,0,0,0,0,0,0,0,0,3.73,0.15,0.12,12.93,0,0.3,32,100,79,30,23,9,9,23,5,8,3,10,5,15,53
"John Brooks","D (C)",30,"194 cm","94 kg","-","TSG Hoffenheim","Bundesliga","USA (GER)","-","-","Scouting Required","$29,500 p/w","$45K - $11.5M","-","Left",18,1557,6.99,0,86.5,181,42,2.43,35,2.02,7,83,0.4,4,0.23,5.25,31,1.79,11,0.64,5,0.29,119,6.88,83,4.8,69.75,36,2.08,30.25,29,1.68,6.88,73.29,6,8,2,0.35,0.46,16,0.92,0,3,0.07,0,0.17,0,0,1,9.48,1.02,1.16,24.69,0,2.49,75,100,60,87,82,79,65,89,80,86,72,57,81,83,70
"Slavko Bralić","D (C)",31,"191 cm","77 kg","-","Osijek","SuperSport HNL","CRO","-","-","Scouting Required","$550 p/w","$5K - $50K","-","Right Only",9,906,6.84,11,45.3,182,18,1.79,15,1.49,3,83,0.3,2,0.2,2.57,29,2.88,8,0.79,5,0.5,109,10.83,85,8.44,77.98,24,2.38,22.02,15,1.49,10.83,78.74,3,7,4,0.3,0.7,9,0.89,0,0,0,0,0,0,0,0,6.66,0.16,0.2,27.02,0,0.99,8,100,86,30,24,4,2,11,8,14,4,2,98,100,0
"Duje Ćaleta-Car","D (C)",27,"193 cm","89 kg","Trn","Lyon","Ligue 1 Uber Eats","CRO","-","-","Scouting Required","$37,500 p/w","$375K - $3.8M","-","Right",11,936,6.85,5,58.5,183,14,1.35,8,0.77,6,57,0.58,3,0.29,4.67,21,2.02,13,1.25,12,1.15,65,6.25,46,4.42,70.77,19,1.83,29.23,9,0.87,6.25,68.35,3,3,0,0.29,0.29,18,1.73,0,0,0,0,0,0,0,0,3.65,0.19,0.19,20.83,0,0.58,28,100,67,23,15,32,45,21,17,9,29,35,59,83,0
"Patrick Mainka","D (C)",29,"194 cm","86 kg","-","FC Heidenheim","Bundesliga","GER","-","-","Scouting Required","$17,500 p/w","$700K - $6.8M","-","Right Only",18,1620,6.76,0,90,184,20,1.11,15,0.83,5,75,0.28,5,0.28,2.5,22,1.22,12,0.67,10,0.56,168,9.33,134,7.44,79.76,34,1.89,20.24,33,1.83,9.33,79.26,2,8,6,0.11,0.44,30,1.67,0,2,0.1,0,0.11,0,1,0,5.72,0.76,0.28,27.32,0,1.44,18,100,33,2,32,43,59,22,50,42,65,92,99,77,17
"Dino Perić","D (C)",29,"197 cm","84 kg","-","Dinamo","SuperSport HNL","CRO","-","-","Scouting Required","$10,250 p/w","$180K - $1.8M","-","Left",28,2301,6.86,0,82.18,185,30,1.17,24,0.94,6,80,0.23,4,0.16,2.31,52,2.03,13,0.51,9,0.35,208,8.14,159,6.22,76.44,49,1.92,23.56,19,0.74,8.14,76.89,2,13,11,0.08,0.51,19,0.74,1,3,0.1,0.03,0.12,0.04,0,1,4.46,0.34,0.2,17.01,0,1.06,25,100,38,49,25,52,57,35,24,21,44,45,73,47,35
"Branimir Kalaica","D (C)",25,"195 cm","89 kg","-","NK Lokomotiva","SuperSport HNL","CRO","-","-","Scouting Required","$1,600 p/w","$2K - $18K","-","Right",16,1440,6.62,1,84.71,186,20,1.25,15,0.94,5,75,0.31,5,0.31,3.33,25,1.56,9,0.56,9,0.56,108,6.75,59,3.69,54.63,49,3.06,45.37,13,0.81,6.75,57.81,0,6,6,0,0.38,17,1.06,0,0,0,0,0,0,0,2,7.06,0.89,1.06,16.93,0,1.75,12,100,7,45,52,54,54,36,61,64,70,79,51,20,48
"Vinko Međimorec","D (C)",27,"189 cm","82 kg","-","Slaven Belupo","SuperSport HNL","CRO","-","-","Scouting Required","$350 p/w","$20K - $200K","-","Right",19,1677,6.76,1,83.85,187,30,1.61,21,1.13,9,70,0.48,7,0.38,2.31,31,1.66,11,0.59,9,0.48,178,9.55,131,7.03,73.6,47,2.52,26.4,16,0.86,9.55,73.08,2,13,11,0.11,0.7,45,2.42,0,2,0.07,0,0.11,0,0,0,4.94,0.11,0,22.16,0,0.59,7,100,62,1,7,2,3,3,2,3,3,26,85,78,0
"Geilson","D (C)",20,"188 cm","78 kg","-","FOR","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$220 p/w","$9K - $95K","-","Right",11,953,6.67,2,73.31,188,16,1.51,13,1.23,3,81,0.28,4,0.38,3.2,15,1.42,5,0.47,1,0.09,87,8.22,53,5.01,60.92,34,3.21,39.08,9,0.85,8.22,64.08,4,5,1,0.38,0.47,14,1.32,0,0,0,0,0,0,0,0,4.25,0.77,0.66,19.28,0,1.7,67,100,36,62,90,77,76,69,79,83,81,85,70,33,80
"Ardian Ismajli","D (C)",27,"185 cm","80 kg","nEU","Empoli","Serie A TIM","ALB (KOS)","-","-","Scouting Required","$35,000 p/w","$2.9M - $6.2M","-","Right",16,1390,6.81,0,86.88,189,28,1.81,25,1.62,3,89,0.19,4,0.26,1.65,29,1.88,13,0.84,11,0.71,77,4.99,59,3.82,76.62,18,1.17,23.38,12,0.78,4.99,80,1,17,16,0.06,1.1,26,1.68,0,5,0.18,0,0.32,0,0,1,5.18,0.41,0.19,19.07,0,0.65,15,100,86,22,15,15,37,18,34,37,35,58,39,43,17
"Robert Ćosić","D (C)",26,"184 cm","75 kg","Inj","Rudeš","SuperSport HNL","CRO","-","-","Scouting Required","$575 p/w","$4.5K - $45K","-","Right",11,994,6.84,1,82.83,190,19,1.72,17,1.54,2,89,0.18,4,0.36,2.38,22,1.99,5,0.45,3,0.27,84,7.61,64,5.79,76.19,20,1.81,23.81,11,1,7.61,78.64,1,8,7,0.09,0.72,27,2.44,0,1,0.05,0,0.09,0,0,1,4.53,0.4,0.45,23.03,0,1.36,58,100,91,58,67,42,31,49,58,57,42,14,82,82,76
"Luka Jelenić","D (C)",23,"188 cm","83 kg","-","Varaždin","SuperSport HNL","CRO","-","Balanced","Media-friendly","$450 p/w","$40K - $400K","-","Right",15,1321,6.74,0,88.07,191,15,1.02,13,0.89,2,87,0.14,4,0.27,3,26,1.77,10,0.68,10,0.68,164,11.17,122,8.31,74.39,42,2.86,25.61,32,2.18,11.17,75.42,0,5,5,0,0.34,31,2.11,0,1,0.07,0,0.07,0,0,0,4.02,0.61,0.27,31.82,0,1.36,31,100,75,3,44,50,56,20,46,45,65,95,100,93,0
"Armel Bella-Kotchap","D (C)",22,"190 cm","87 kg","-","PSV","Eredivisie","GER (CMR)","-","-","Scouting Required","$30,000 p/w","$32M - $51M","-","Right",11,1247,6.92,11,56.68,192,21,1.52,17,1.23,4,81,0.29,2,0.14,2.63,18,1.3,10,0.72,9,0.65,97,7,71,5.12,73.2,26,1.88,26.8,13,0.94,7,74.58,1,8,7,0.07,0.58,15,1.08,0,1,0.05,0,0.07,0,0,0,5.63,0.49,0.22,18.07,0,0.87,22,100,54,22,9,55,73,37,36,18,57,55,71,32,35
"Victor Lindelöf","D (C)",29,"187 cm","80 kg","Trn","Newcastle","Premier League","SWE","-","Fairly Professional","Level-headed","$210,000 p/w","$15M","-","Right",10,907,6.84,3,69.77,193,14,1.39,12,1.19,2,86,0.2,1,0.1,14,23,2.28,5,0.5,2,0.2,53,5.26,33,3.27,62.26,20,1.98,37.74,3,0.3,5.26,67.16,0,1,1,0,0.1,5,0.5,0,0,0,0,0,0,0,0,5.85,0.85,0.3,11.61,0,1.69,34,100,34,68,55,44,62,61,50,33,38,32,14,23,17
